NR0B2	8431	0.875
PSRC1	84722	1
CFHR1	3078	0.72108843537415
SOX13	9580	0.725806451612903
AVPR1B	553	0.733905579399142
C4BPA	722	0.700636942675159
LAMB3	3914	0.733333333333333
PLEKHH2	130271	0.966101694915254
STON1	11037	1
SMPD4	55627	1
SMPD4	55627	1
NCKAP5	344148	1
LCT	3938	1
NEB	4703	1
KCNH7	90134	1
FASTKD1	79675	1
DLX2	1746	1
RAPGEF4	11069	0.984126984126984
KIF1A	547	0.75
LRRFIP2	9209	0.75
SCAP	22937	0.8
PARP14	54625	0.833333333333333
ADCY5	111	0.714285714285714
FGFRL1	53834	0.75
MDGA1	266727	0.722222222222222
RPS6KA2	6196	1
RPS6KA2	6196	1
MAFK	7975	0.857142857142857
SDK1	221935	0.875
AP5Z1	9907	0.833333333333333
RNF216	54476	0.924528301886792
CCDC129	223075	0.848275862068966
STARD3NL	83930	0.8125
INHBA	3624	0.862295081967213
MYO1G	64005	0.833333333333333
CLIP2	7461	0.8
SEMA3A	10371	0.828125
ABCB4	5244	0.9
CYP3A43	64816	0.859375
PVRIG	79037	1
EPHB4	2050	0.852459016393443
MOGAT3	346606	0.909090909090909
LRRC17	10234	0.90990990990991
TSPAN12	23554	0.803921568627451
EXOC4	60412	0.8
MROH6	642475	0.706666666666667
ST8SIA6	338596	0.714285714285714
ADRA2A	150	0.782608695652174
NLRP6	171389	0.727272727272727
ABTB2	25841	0.75
TMEM109	79073	0.769230769230769
VWCE	220001	0.8
CCDC88B	283234	0.75
ACRBP	84519	0.75
GXYLT1	283464	0.75
OAS3	4940	0.709677419354839
CIT	11113	0.70873786407767
PXN	5829	0.772727272727273
GOLGA3	2802	0.710144927536232
ZFYVE1	53349	0.717948717948718
VASH1	22846	0.818181818181818
PIAS1	8554	0.992700729927007
NOX5	79400	0.833333333333333
CDIP1	29965	0.714285714285714
EARS2	124454	0.75
RABEP2	79874	0.72
BCAR1	9564	0.833333333333333
MTHFSD	64779	0.75
TRAF4	9618	0.758620689655172
RPTOR	57521	0.8
S1PR4	8698	0.833333333333333
APBA3	9546	1
HOMER3	9454	0.75
FFAR1	2864	0.8
ZNF524	147807	0.733333333333333
RGS19	10287	1
STS	412	1
GPR143	4935	1
ARHGAP6	395	1
MAP3K15	389840	1
ZFX	7543	1
TAB3	257397	1
FAM47C	442444	1
MED14	9282	0.976744186046512
USP11	8237	1
USP11	8237	1
ZNF81	347344	0.984615384615385
SSX5	6758	0.985148514851485
WDR13	64743	1
CACNA1F	778	1
KDM5C	8242	1
MSN	4478	1
AR	367	1
RGAG4	340526	1
MAGEE1	57692	1
POU3F4	5456	1
SYTL4	94121	1
SYTL4	94121	0.967741935483871
TENM1	10178	1
SASH3	54440	1
MAGEA10	4109	0.984848484848485
MAGEA12	4111	1
PLXNB3	5365	1
FAM50A	9130	1
PLXNA3	55558	1
GAB3	139716	1
MT-CO3	4514	0.974358974358974
MT-ND6	4541	1
FBXO41	150726	1
ATP2A3	489	0.785714285714286
CHRNE	1145	0.769230769230769
MT-ND1	4535	1
MT-ATP6	4508	1
MT-ND4	4538	0.974358974358974
MT-ND5	4540	1
MT-ND6	4541	1
MT-CYB	4519	0.944444444444444
MT-CYB	4519	0.98
MT-CYB	4519	0.977272727272727
CAMTA1	23261	0.96969696969697
ZMYM4	9202	0.720930232558139
RNPC3	55599	0.767441860465116
BRINP2	57795	0.844155844155844
SLC30A10	55532	0.876068376068376
RYR2	6262	0.898989898989899
OR2T8	343172	0.990476190476191
LRP1B	53353	0.9
TBC1D5	9779	1
TGFBR2	7048	0.968253968253968
PDZRN3	23024	1
EPHA3	2042	0.989090909090909
SENP7	57337	1
GTF2E1	2960	0.987864077669903
TACC3	10460	1
AASDH	132949	0.971830985915493
AASDH	132949	0.986666666666667
SRP72	6731	0.961538461538462
PRKG2	5593	0.985815602836879
GRID2	2895	0.989473684210526
TLL1	7092	1
VEGFC	7424	1
PCDHA8	56140	0.707142857142857
CAGE1	285782	1
BTN2A1	11120	1
TRIM27	5987	1
OR2H1	26716	1
GABBR1	2550	0.972222222222222
HSPA1L	3305	1
DNAH8	1769	1
VGF	7425	0.723404255319149
CLEC5A	23601	1
PRSS58	136541	1
ADAM18	8749	1
ADAM18	8749	1
ADAMTSL1	92949	0.982300884955752
UPF2	26019	1
CACNB2	783	0.990476190476191
GPR158	57512	1
ARHGAP22	58504	1
LRRTM3	347731	0.992957746478873
ASCC1	51008	1
PTEN	5728	1
IFIT1	3434	0.989276139410188
FGFBP3	143282	1
CYP26C1	340665	0.857142857142857
CCDC83	220047	1
NCAM1	4684	0.992
ANKK1	255239	0.983333333333333
OR4D5	219875	0.984615384615385
OR10G4	390264	0.994011976047904
TAS2R31	259290	0.993150684931507
PCDH17	27253	0.705882352941177
OR4L1	122742	1
ZFHX2	85446	1
JPH4	84502	1
NOP9	161424	1
FOXG1	2290	1
SSTR1	6751	0.958333333333333
FANCM	57697	1
PYGL	5836	1
CRIP2	1397	1
SNRPN	6638	0.98989898989899
UACA	55075	0.992125984251969
CCDC33	80125	1
CACNA1H	8912	0.75
SALL1	6299	0.925
ENKD1	84080	0.972222222222222
CDH1	999	0.909090909090909
BCAR1	9564	1
CHST6	4166	1
CRISPLD2	83716	1
EMILIN2	84034	0.75
POLRMT	5442	0.795454545454545
TGFBR3L	100507588	0.714285714285714
MEGF8	1954	0.727272727272727
CXorf22	170063	0.704545454545455
SHROOM4	57477	1
KDM5C	8242	1
HUWE1	10075	0.78125
TEX11	56159	0.980392156862745
ZMYM3	9203	0.98
ZCCHC16	340595	0.985294117647059
AMOT	154796	1
AMOT	154796	0.991735537190083
MCF2	4168	1
PLXNA3	55558	1
MT-ND1	4535	1
MT-ATP6	4508	0.994186046511628
MT-ND4	4538	0.988505747126437
MT-ND5	4540	0.994594594594595
MT-ND6	4541	0.99009900990099
MT-CYB	4519	0.979452054794521
MT-CYB	4519	1
VWA5B1	127731	0.818181818181818
RUNX3	864	0.795918367346939
DNAH14	127602	0.75
PRSS38	339501	0.745283018867924
CNST	163882	0.750809061488673
AMER3	205147	1
NCKAP5	344148	1
SP3	6670	0.993150684931507
CDK15	65061	0.986842105263158
NBEAL1	65065	0.993975903614458
INO80D	54891	0.987179487179487
MARCH4	57574	1
PNKD	25953	0.992779783393502
FARSB	10056	1
ALPI	248	1
CTNNB1	1499	0.990291262135922
KLHL40	131377	1
NEK4	6787	1
FLNB	2317	1
ADAMTS9	56999	0.99009900990099
MAGI1	9223	1
CORIN	10699	1
LPHN3	23284	0.997601918465228
ENPEP	2028	0.995918367346939
TMEM155	132332	1
PCDH10	57575	1
SPOCK3	50859	1
DDX60L	91351	0.98780487804878
FYB	2533	0.829545454545455
MRPS30	10884	0.751020408163265
WDR41	55255	0.738095238095238
GPR98	84059	0.731527093596059
PITX1	5307	0.811320754716981
PCDHB8	56128	0.787781350482315
PCDHGB1	56104	0.755760368663594
FAM71B	153745	0.712871287128713
GABRA6	2559	0.727272727272727
GABRP	2568	0.725400457665904
TRDN	10345	0.823529411764706
ZNF789	285989	0.724489795918367
ANK1	286	0.702127659574468
CYP11B2	1585	0.766666666666667
CBWD1	55871	0.996875
KDM4C	23081	1
TAF1L	138474	0.987096774193548
TMC1	117531	1
PRUNE2	158471	1
CDK5RAP2	55755	0.990740740740741
OLFML2A	169611	1
PPP2R4	5524	1
HMCN2	256158	1
ADAMTS13	11093	1
KCNT1	57582	1
C8G	733	1
ZNF239	8187	1
ZNF365	22891	0.705882352941177
ARHGAP1	392	1
E2F7	144455	1
HECTD4	283450	1
RNF10	9921	1
ULK1	8408	1
POLE	5426	1
FSCB	84075	0.740384615384615
STARD9	57519	0.785714285714286
ADAMTS18	170692	0.702702702702703
PIEZO1	9780	0.857142857142857
FAM101B	359845	0.976744186046512
DNAH9	1770	0.715384615384615
DLGAP1	9229	0.796491228070175
DLGAP1	9229	0.831081081081081
LMNB2	84823	1
LMNB2	84823	1
SLC39A3	29985	0.988372093023256
FUT5	2527	1
GPR108	56927	1
INSR	3643	1
FBN3	84467	1
ZNF561	93134	1
MAN2B1	4125	1
C19orf57	79173	0.991525423728814
ZNF91	7644	0.990697674418605
ZNF681	148213	1
ZIM3	114026	0.702928870292887
BTBD3	22903	0.989247311827957
TPTE	7179	0.779904306220096
ADAMTS5	11096	0.989583333333333
ABCG1	9619	1
SIK1	150094	1
BCOR	54880	1
RBM10	8241	1
ALAS2	212	1
ZC3H12B	340554	1
STARD8	9754	1
NAP1L2	4674	0.989247311827957
KIAA2022	340533	0.954545454545455
AK5	26289	0.700934579439252
WDR47	22911	0.753246753246753
TNR	7143	0.754010695187166
CAPN8	388743	0.718487394957983
LOXL3	84695	0.75
PRRT3	285368	1
RFTN1	23180	0.92
SATB1	6304	0.954545454545455
ZNF445	353274	0.898550724637681
FAM184B	27146	0.906976744186046
CHRNA9	55584	0.968992248062015
FBXW7	55294	0.964285714285714
FAT1	2195	0.955684007707129
NHLRC1	378884	0.914285714285714
FAM65B	9750	0.939914163090129
SLC17A1	6568	0.976923076923077
ZSCAN9	7746	0.940298507462687
TPBG	7162	0.708029197080292
ROS1	6098	0.721739130434783
UHRF2	115426	0.971354166666667
LINGO2	158038	0.9921875
DYNC2H1	79659	0.929292929292929
FLI1	2313	0.924137931034483
FXR2	9513	0.963636363636364
TP53	7157	0.967741935483871
GRIK1	2897	0.925925925925926
GRIK1	2897	0.917808219178082
TTC3	7267	0.891304347826087
MT-CO1	4512	0.992424242424242
MT-CO1	4512	1
MT-CO2	4513	1
MT-CO3	4514	0.977099236641221
MT-CO3	4514	1
MT-ND4	4538	0.991452991452991
MT-ND5	4540	0.958333333333333
UBE4B	10277	0.769230769230769
PLEKHO1	51177	0.914814814814815
WDPCP	51057	1
FYN	2534	0.723404255319149
RUNDC3B	154661	0.762295081967213
UFSP1	402682	0.712328767123288
MYC	4609	1
MYC	4609	0.996216897856242
LCN10	414332	1
CDC42BPG	55561	0.909090909090909
EIF4B	1975	0.844428364688857
TRPM7	54822	1
RHBDL1	9028	0.75
NLRP1	22861	1
SLC2A4	6517	0.962962962962963
TP53	7157	1
RAI1	10743	1
AMH	268	0.72
ZNF429	353088	1
CELSR1	9620	1
SBF1	6305	1
MT-CO2	4513	1
MT-CO2	4513	1
MT-ATP6	4508	1
MT-ND3	4537	0.989583333333333
MT-ND4	4538	1
MT-CYB	4519	1
MT-CYB	4519	1
MT-CYB	4519	1
ATP13A2	23400	1
KLHDC7A	127707	1
RIMS3	9783	1
MAST2	23139	1
KLHL18	23276	1
PROK2	60675	1
PARM1	25849	1
CREBRF	153222	0.786666666666667
XKR6	286046	0.857142857142857
SNX16	64089	1
ABRA	137735	1
MUC6	4588	1
FNBP4	23360	1
KRT31	3881	1
HOXB3	3213	1
TRPM2	7226	0.866666666666667
MT-ND5	4540	1
MT-ND6	4541	1
MT-CYB	4519	1
GPR39	2863	0.774193548387097
NELFE	7936	0.719626168224299
ESCO2	157570	0.71875
IDH3A	3419	0.75
ZMAT1	84460	1
SASH3	54440	1
SLITRK2	84631	1
AJAP1	55966	1
TESK2	10420	0.714285714285714
SLC16A1	6566	0.729662077596996
UGGT1	56886	1
TBC1D5	9779	1
MAN2B2	23324	0.992537313432836
SRD5A3	79644	0.744186046511628
PKD2	5311	1
CLCN3	1182	0.994318181818182
ZKSCAN4	387032	0.714285714285714
HSF2	3298	0.989583333333333
MOXD1	26002	1
MAD1L1	8379	1
FOCAD	54914	0.976744186046512
PSMD5	5711	0.719047619047619
EHMT1	79813	0.716535433070866
CPEB3	22849	1
CCNJ	54619	0.9375
C10orf2	56652	0.99
ADAM12	8038	1
MRVI1	10335	0.8
SLC35C1	55343	0.729166666666667
UBE4A	9354	1
SNX19	399979	0.992
PRMT8	56341	0.9375
VWA8	23078	1
KLHL36	79786	0.822085889570552
ITGAE	3682	1
TP53	7157	0.945945945945946
LIG3	3980	1
PIGW	284098	0.985714285714286
MED24	9862	0.986928104575163
KAT2A	2648	0.988372093023256
DSG3	1830	0.734567901234568
CILP2	148113	0.833333333333333
ZNF570	148268	1
AP4B1	10717	0.733333333333333
SPRR2F	6705	0.725
LAMC1	3915	0.703125
CNNM4	26504	0.9375
NPAS2	4862	1
MAP3K2	10746	0.967213114754098
RAB3GAP1	22930	0.990291262135922
CPS1	1373	0.969465648854962
GPBAR1	151306	1
COPS7B	64708	0.984126984126984
KIF15	56992	0.976
LAMB2	3913	0.966666666666667
PRR23C	389152	0.806451612903226
DNAJC19	131118	0.770408163265306
EVC2	132884	0.967741935483871
KIAA1109	84162	0.981481481481482
FBXW7	55294	1
DCHS2	54798	0.962962962962963
HAND2	9464	1
FAT1	2195	0.945205479452055
HTR1A	3350	0.981818181818182
SEMA6A	57556	0.982456140350877
FBN2	2201	1
FNDC9	408263	0.975
PRPH2	5961	0.8
TCF21	6943	0.823529411764706
ABCF2	10061	0.970588235294118
ADAMTSL1	92949	1
TAF1L	138474	0.988571428571429
IKBKAP	8518	0.976190476190476
GAPVD1	26130	0.986206896551724
COL5A1	1289	0.970588235294118
EXD3	54932	1
ANKRD16	54522	0.933333333333333
ITIH2	3698	0.971153846153846
CHD8	57680	0.989247311827957
C14orf119	55017	0.963235294117647
CDKN3	1033	0.95
RTL1	388015	0.75
INF2	64423	1
TLN2	83660	0.714285714285714
USP31	57478	0.75
CHP2	63928	0.727272727272727
CPD	1362	0.962264150943396
GRIN2C	2905	1
CASKIN2	57513	1
MC5R	4161	0.785714285714286
MYO5B	4645	1
NFATC1	4772	0.925
SCAMP4	113178	0.772727272727273
EEF2	1938	0.725
HUNK	30811	1
TBL1X	6907	0.75
PNMA5	114824	0.916666666666667
MT-ND1	4535	0.984536082474227
MT-ATP6	4508	0.990740740740741
MT-CO3	4514	0.993464052287582
MT-ND4	4538	1
MT-ND6	4541	0.98804780876494
DGKA	1606	0.705882352941177
RYR3	6263	0.9
MAST3	23031	0.722222222222222
ZNF792	126375	0.714285714285714
ZNF550	162972	0.705882352941177
LZTR1	8216	1
MID1IP1	58526	0.996688741721854
TEAD4	7004	0.916666666666667
TBC1D4	9882	0.833333333333333
MSLN	10232	1
BCAT2	587	0.72027972027972
TMEM89	440955	0.875
PDP1	54704	0.704761904761905
CEP192	55125	0.954022988505747
KLK11	11012	0.833333333333333
ZNF497	162968	0.727272727272727
MT-ND5	4540	1
PARK7	11315	0.962962962962963
KIF1B	23095	1
SPEN	23013	0.991452991452991
STX12	23673	1
IFI44L	10964	1
FRRS1	391059	1
MRPL9	65005	0.711111111111111
KIRREL	55243	0.729251700680272
TPR	7175	0.739495798319328
IL1R2	7850	1
VHL	7428	0.992537313432836
GLB1	2720	0.995260663507109
DOCK3	1795	1
ASTE1	28990	1
EZR	7430	0.853025936599424
MSR1	4481	0.947368421052632
KIAA1429	25962	0.990291262135922
ABCA2	20	0.991266375545852
NAP1L4	4676	0.996042216358839
PPFIBP2	8495	1
TP53I11	9537	1
PRDM11	56981	1
MADD	8567	1
AGBL2	79841	1
PPP1CA	5499	0.993670886075949
GAB2	9846	1
ADAMTS15	170689	1
ASAP3	55616	0.742424242424242
GBP4	115361	0.8
DNMT3A	1788	0.8
BIRC6	57448	0.730496453900709
CCDC85A	114800	0.948717948717949
MERTK	10461	0.787878787878788
YEATS2	55689	0.72020725388601
DLG1	1739	0.747162022703818
NOA1	84273	0.702970297029703
MANBA	4126	0.752136752136752
TRIO	7204	0.822222222222222
SYNJ2	8871	0.728699551569507
E2F5	1875	1
VPS13B	157680	1
ZNF485	220992	1
SBF2	81846	0.75
KRAS	3845	0.836065573770492
FGD6	55785	0.731707317073171
ZNF268	10795	0.726027397260274
SLC25A15	10166	0.975
AKAP11	11215	0.985714285714286
ATP8B4	79895	1
MAN2C1	4123	1
LRRC28	123355	0.888888888888889
DUS2	54920	1
GAN	8139	1
ITGAE	3682	1
CLDN7	1366	0.956521739130435
USP43	124739	1
ULK2	9706	0.723076923076923
KCNJ12	3768	1
CBX4	8535	0.833333333333333
HAUS8	93323	0.736111111111111
CCT8	10694	0.984309623430962
DSCAM	1826	1
MED15	51586	0.995226730310263
ADORA2A	135	1
AIFM1	9131	0.990353697749196
ITPR1	3708	0.902439024390244
ATG7	10533	0.892307692307692
IFNA4	3441	0.896174863387978
TUBB8	347688	0.976190476190476
AKR1C2	1646	0.98989898989899
LRRTM3	347731	1
RUFY2	55680	1
LRRC20	55222	1
PTEN	5728	1
SEC31B	25956	1
ADAM12	8038	1
SHPK	23729	1
ARHGAP28	79822	0.846153846153846
GRM7	2917	0.833333333333333
APC	324	0.985714285714286
PCDHA8	56140	0.976744186046512
FAM83B	222584	1
DDX43	55510	0.923076923076923
SENP6	26054	1
PGM3	5238	1
AKAP12	9590	1
FGF17	8822	1
KCNU1	157855	1
PSCA	8000	1
SCRIB	23513	1
MMP19	4327	0.85
ACTC1	70	1
SMAD3	4088	1
IL16	3603	1
TP53	7157	1
SMAD2	4087	1
SALL3	27164	1
CRYBB3	1417	0.909090909090909
LDOC1L	84247	1
GYG2	8908	1
MAGEE1	57692	1
KCNE1L	23630	1
THOC2	57187	0.987179487179487
DNASE1L1	1774	1
MT-ATP6	4508	1
MT-CO3	4514	1
MT-CO3	4514	1
MT-ND6	4541	1
GPR88	54112	0.714285714285714
WDPCP	51057	0.714285714285714
IL18R1	8809	0.731707317073171
TSN	7247	0.72
PTH2R	5746	0.739130434782609
SLC4A3	6508	0.72
PLCL2	23228	1
TOPAZ1	375337	0.994186046511628
CCDC71	64925	1
BSN	8927	1
SIAH2	6478	1
MED12L	116931	1
SI	6476	1
BCHE	590	1
MUC4	4585	0.844339622641509
NRROS	375387	1
AGPAT9	84803	1
FSTL5	56884	1
TXNDC5	81567	1
GLP1R	2740	1
C6orf132	647024	1
B3GAT2	135152	1
MTFR2	113115	1
ZNF716	441234	0.73015873015873
PCLO	27445	0.712121212121212
DLGAP2	9228	0.714285714285714
FREM1	158326	1
FREM1	158326	1
CDKN2A	1029	1
OR5L1	219437	0.762295081967213
MYO7A	4647	0.714285714285714
INTS4	92105	0.833333333333333
CD4	920	1
A2ML1	144568	1
KLRD1	3824	1
SLCO1B1	10599	0.994047619047619
ANKRD52	283373	1
NAV3	89795	0.988439306358382
FAM71C	196472	1
KIAA1033	23325	1
TSHR	7253	1
SERPINA1	5265	0.706896551724138
RPUSD2	27079	0.826086956521739
ANXA2	302	0.716981132075472
HERC1	8925	0.842696629213483
CPEB1	64506	0.878787878787879
DNAH9	1770	1
CACNG4	27092	1
FBF1	85302	1
SBNO2	22904	1
ZNF439	90594	1
GTPBP3	84705	1
UNC13A	23025	0.933333333333333
ZNF254	9534	1
CDC42EP5	148170	1
BRSK1	84446	1
SUV420H2	84787	1
ZNF304	57343	1
SIGLEC1	6614	0.708333333333333
TIAM1	7074	1
TXN2	25828	1
ALG12	79087	1
KLHDC7B	113730	1
