IFNLR1	163702	1
GBP4	115361	1
FLG2	388698	0.719178082191781
ZNF503	84858	0.71875
PAFAH1B2	5049	1
ABCC4	10257	1
F10	2159	1
RYR3	6263	0.909090909090909
RPS17	6218	0.871951219512195
BRICD5	283870	1
NDRG4	65009	0.961538461538462
JPH3	57338	0.761904761904762
OR1A2	26189	0.985915492957746
TP53	7157	0.986928104575163
SLFN11	91607	0.949152542372881
KRTAP1-1	81851	0.970588235294118
ITGA2B	3674	1
DCC	1630	1
ALPK2	115701	1
REXO1	57455	1
SLC7A9	11136	0.813559322033898
DYRK1B	9149	0.931769722814499
APOB	338	0.705882352941177
SNRPB	6628	0.977011494252874
CENPB	1059	1
TOP3B	8940	0.733333333333333
PLXNB2	23654	1
CPT1B	1375	1
CRIPAK	285464	0.846153846153846
TLR1	7096	0.744186046511628
PTPN13	5783	0.734939759036145
POLK	51426	0.73972602739726
USP42	84132	0.705263157894737
CPED1	79974	0.720930232558139
COPG2	26958	0.725806451612903
RMDN1	51115	0.702127659574468
RUNX1T1	862	0.704761904761905
DENND3	22898	0.72972972972973
FBP2	8789	1
ZNF618	114991	1
SEC16A	9919	1
TUBAL3	79861	0.970588235294118
DHCR7	1717	0.708333333333333
ANKRD9	122416	0.909090909090909
GALNS	2588	1
CACTIN	58509	0.739130434782609
SSUH2	51066	0.833333333333333
MTX3	345778	1
ANKRD32	84250	1
TGFBI	7045	1
TTC39B	158219	1
CDKN2A	1029	1
MT-CYB	4519	0.996706915477497
KDM5C	8242	0.918032786885246
AMER1	139285	0.916666666666667
CCNL2	81669	0.992125984251969
LYPLA2	11313	0.85
ZYG11A	440590	0.916666666666667
JAK1	3716	0.993197278911565
TSPAN2	10100	1
KIRREL	55243	0.773869346733668
C11orf54	28970	0.833333333333333
DDX10	1662	0.995744680851064
ATG2B	55102	0.777777777777778
MGA	23269	1
TP53	7157	0.888888888888889
ABCC3	8714	0.753086419753086
APCDD1	147495	0.739130434782609
DSC3	1825	1
SMAD4	4089	0.975409836065574
GABPA	2551	0.723880597014925
BOD1L1	259282	1
TMEM165	55858	0.994943109987358
APC	324	1
NOP16	51491	0.998525073746313
CMTR1	23070	1
SLC17A5	26503	1
AKAP12	9590	1
KMT2C	58508	0.722222222222222
TRAPPC9	83696	0.978260869565217
HDX	139324	1
TIMM23B	100652748	0.805405405405405
TIMM23	100287932	0.803703703703704
TIMM23	100287932	0.755741127348643
TIMM23	100287932	0.955555555555556
FAM21A	387680	1
FAM21A	387680	1
DKK1	22943	0.990654205607477
PRF1	5551	1
UNC5B	219699	1
TACC2	10579	1
DNHD1	144132	1
MADD	8567	1
OR5I1	10798	1
FAM111A	63901	1
TMEM132A	54972	0.833333333333333
FREM2	341640	0.705521472392638
ZFHX2	85446	1
CEP170B	283638	1
GOLGA8R	101059918	1
UNKL	64718	1
TNRC6A	27327	1
CD19	930	1
CES3	23491	1
HIC1	3090	0.995744680851064
SGSM2	9905	1
C17orf74	201243	1
TP53	7157	1
NCOR1	9611	1
LRRC37A3	374819	0.709677419354839
MUM1	84939	1
TCF3	6929	1
DUS3L	56931	1
ZNF737	100129842	1
C20orf194	25943	1
ADAM33	80332	1
BMP2	650	1
PAK7	57144	1
PCSK2	5126	1
NKX2-4	644524	0.95625
PYGB	5834	1
SNX21	90203	1
DNAH1	25981	0.71875
CLDND1	56650	0.732283464566929
ERBB2IP	55914	1
FBXL17	64839	1
DCTN4	51164	1
SLC36A3	285641	1
ADAM19	8728	1
INTS1	26173	1
ELFN1	392617	1
FOXK1	221937	1
GLI3	2737	0.996336996336996
CDHR3	222256	1
SLC26A3	1811	1
DLD	1738	0.995133819951338
RBM28	55131	1
TRIM14	9830	0.995121951219512
CEL	1056	0.921052631578947
COL5A1	1289	1
TIMM23	100287932	0.909090909090909
TIMM23	100287932	0.885981308411215
TIMM23	100287932	0.96
FAM21A	387680	1
FAM21A	387680	1
DKK1	22943	1
PRF1	5551	1
UNC5B	219699	0.9921875
TACC2	10579	0.979591836734694
DNHD1	144132	1
MADD	8567	1
OR5I1	10798	1
FAM111A	63901	1
TRIM77	390231	0.744186046511628
DERA	51071	0.75
ZFHX2	85446	1
