PSRC1	84722	1
PLEKHH2	130271	0.966101694915254
STON1	11037	1
SMPD4	55627	1
SMPD4	55627	1
NCKAP5	344148	1
LCT	3938	1
NEB	4703	1
KCNH7	90134	1
FASTKD1	79675	1
DLX2	1746	1
RAPGEF4	11069	0.984126984126984
RPS6KA2	6196	1
RPS6KA2	6196	1
RNF216	54476	0.924528301886792
PVRIG	79037	1
MOGAT3	346606	0.909090909090909
LRRC17	10234	0.90990990990991
PIAS1	8554	0.992700729927007
APBA3	9546	1
RGS19	10287	1
STS	412	1
GPR143	4935	1
ARHGAP6	395	1
MAP3K15	389840	1
ZFX	7543	1
TAB3	257397	1
FAM47C	442444	1
MED14	9282	0.976744186046512
USP11	8237	1
USP11	8237	1
ZNF81	347344	0.984615384615385
SSX5	6758	0.985148514851485
WDR13	64743	1
CACNA1F	778	1
KDM5C	8242	1
MSN	4478	1
AR	367	1
RGAG4	340526	1
MAGEE1	57692	1
POU3F4	5456	1
SYTL4	94121	1
SYTL4	94121	0.967741935483871
TENM1	10178	1
SASH3	54440	1
MAGEA10	4109	0.984848484848485
MAGEA12	4111	1
PLXNB3	5365	1
FAM50A	9130	1
PLXNA3	55558	1
GAB3	139716	1
MT-CO3	4514	0.974358974358974
MT-ND6	4541	1
FBXO41	150726	1
MT-ND1	4535	1
MT-ATP6	4508	1
MT-ND4	4538	0.974358974358974
MT-ND5	4540	1
MT-ND6	4541	1
MT-CYB	4519	0.944444444444444
MT-CYB	4519	0.98
MT-CYB	4519	0.977272727272727
CAMTA1	23261	0.96969696969697
OR2T8	343172	0.990476190476191
TBC1D5	9779	1
TGFBR2	7048	0.968253968253968
PDZRN3	23024	1
EPHA3	2042	0.989090909090909
SENP7	57337	1
GTF2E1	2960	0.987864077669903
TACC3	10460	1
AASDH	132949	0.971830985915493
AASDH	132949	0.986666666666667
SRP72	6731	0.961538461538462
PRKG2	5593	0.985815602836879
GRID2	2895	0.989473684210526
TLL1	7092	1
VEGFC	7424	1
CAGE1	285782	1
BTN2A1	11120	1
TRIM27	5987	1
OR2H1	26716	1
GABBR1	2550	0.972222222222222
HSPA1L	3305	1
DNAH8	1769	1
CLEC5A	23601	1
PRSS58	136541	1
ADAM18	8749	1
ADAM18	8749	1
ADAMTSL1	92949	0.982300884955752
UPF2	26019	1
CACNB2	783	0.990476190476191
GPR158	57512	1
ARHGAP22	58504	1
